iter	RMSE
1665	1.396311268
1666	1.395421042
1667	1.39414364
1668	1.393732124
1669	1.393501383
1670	1.393393573
1671	1.391278488
1672	1.391160397
1673	1.389679689
1674	1.389599091
1675	1.388784186
1676	1.384650479
1677	1.383734884
1678	1.383397981
1679	1.381524883
1680	1.379454245
1681	1.379301366
1682	1.37531353
1683	1.371423415
1684	1.370229568
1685	1.370022343
1686	1.369215572
1687	1.368830757
1688	1.365190373
1689	1.361820401
1690	1.361008454
1691	1.360146124
1692	1.357915628
1693	1.357847864
1694	1.357738499
1695	1.35422873
1696	1.350868112
1697	1.348666931
1698	1.348604172
1699	1.348507878
1700	1.346504243
1701	1.345559679
1702	1.34482715
1703	1.343501258
1704	1.343120834
1705	1.343035974
1706	1.342400056
1707	1.342382371
1708	1.34230799
1709	1.342189289
1710	1.342108894
1711	1.341978686
1712	1.341363409
1713	1.340872942
1714	1.340252606
1715	1.339505057
1716	1.339409489
1717	1.338466997
1718	1.338183157
1719	1.337425428
1720	1.336746996
1721	1.336668382
1722	1.336608512
1723	1.336337089
1724	1.336171645
1725	1.332628509
1726	1.33233451
1727	1.330704756
1728	1.330010023
1729	1.329863755
1730	1.329372032
1731	1.329102539
1732	1.328970956
1733	1.328763936
1734	1.326892323
1735	1.32662203
1736	1.326065069
1737	1.325702967
1738	1.323707269
1739	1.323376786
1740	1.322771166
1741	1.322251096
1742	1.321818499
1743	1.320743488
1744	1.320384947
1745	1.318792457
1746	1.318693767
1747	1.318626408
1748	1.317134632
1749	1.316343885
1750	1.314163645
1751	1.312339054
1752	1.311556686
1753	1.311298334
1754	1.311129601
1755	1.310742834
1756	1.310057894
1757	1.310009644
1758	1.309844439
1759	1.309161289
1760	1.308755259
1761	1.308416522
1762	1.307949442
1763	1.306654202
1764	1.306138413
1765	1.306071831
1766	1.30533438
1767	1.30402496
1768	1.303956814
1769	1.303714625
1770	1.302721497
1771	1.299352744
1772	1.299276602
1773	1.298021471
1774	1.297729247
1775	1.295480065
1776	1.295331174
1777	1.294432123
1778	1.293961202
1779	1.293872273
1780	1.293644098
1781	1.293408854
1782	1.290164829
1783	1.28953633
1784	1.289082819
1785	1.288867782
1786	1.286559266
1787	1.28646188
1788	1.284802577
1789	1.284039491
1790	1.283919968
1791	1.283838181
1792	1.28248187
1793	1.281999693
1794	1.281694731
1795	1.281561137
1796	1.281027986
1797	1.27789442
1798	1.27769261
1799	1.276781434
